module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson
M3,,,If a nicad battery is not to be used immediately it should be stored,fully charged,fully dissipated,dry,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""373. If a nicad battery is not to be used immediately it should be stored\na) fully charged\nb) fully dissipated\nc) dry"", ""question"": ""If a nicad battery is not to be used immediately it should be stored"", ""options"": [""fully charged"", ""fully dissipated"", ""dry""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,,,A light / heat sensitive cell is a,transducer,diode,transistor,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""374. A light / heat sensitive cell is a\na) transducer\nb) diode\nc) transistor"", ""question"": ""A light / heat sensitive cell is a"", ""options"": [""transducer"", ""diode"", ""transistor""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,,,In a mercury cell the steel casing is,the positive terminal,the negative terminal,neither,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""375. In a mercury cell the steel casing is\na) the positive terminal\nb) the negative terminal\nc) neither"", ""question"": ""In a mercury cell the steel casing is"", ""options"": [""the positive terminal"", ""the negative terminal"", ""neither""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,,,To improve the life of a dry cell you would,use more zinc,use more electrolyte paste,us a a pure carbon positive rod,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""376. To improve the life of a dry cell you would\na) use more zinc\nb) use more electrolyte paste\nc) us a a pure carbon positive rod"", ""question"": ""To improve the life of a dry cell you would"", ""options"": [""use more zinc"", ""use more electrolyte paste"", ""us a a pure carbon positive rod""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,,,377. What is the voltage at A?,26V,28V,2V,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""377. What is the voltage at A?\na) 26V\nb) 28V\nc) 2V"", ""question"": ""377. What is the voltage at A?"", ""options"": [""26V"", ""28V"", ""2V""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,M3.1.5,,The unit for power is equal to,N/m,Joules per second,Volts/Amps,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""378. The unit for power is equal to\na) N/m\nb) Joules per second\nc) Volts/Amps\nPage 46\nModule 3 – Electrical Fundamentals\nSample Questions"", ""question"": ""The unit for power is equal to"", ""options"": [""N/m"", ""Joules per second"", ""Volts/Amps""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.1.5"", ""level"": null, ""difficulty"": ""EASY""}"
M3,,,The source voltage in the circuit below is,50V,200V,150V,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""379. The source voltage in the circuit below is\na) 50V\nb) 200V\nc) 150V"", ""question"": ""The source voltage in the circuit below is"", ""options"": [""50V"", ""200V"", ""150V""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,M3.03.07,,The 5th colored band on a resistor represents the,tolerance,multiplier,reliability or temperature coefficient,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""380. The 5th colored band on a resistor represents the\na) tolerance\nb) multiplier\nc) reliability or temperature coefficient"", ""question"": ""The 5th colored band on a resistor represents the"", ""options"": [""tolerance"", ""multiplier"", ""reliability or temperature coefficient""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.03.07"", ""level"": null, ""difficulty"": ""EASY""}"
M3,,,Flux density will,increase linearly with coercive force,increase linearly with magnetic flux,decrease linearly with magnetic flux,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""382. Flux density will\na) increase linearly with coercive force\nb) increase linearly with magnetic flux\nc) decrease linearly with magnetic flux"", ""question"": ""Flux density will"", ""options"": [""increase linearly with coercive force"", ""increase linearly with magnetic flux"", ""decrease linearly with magnetic flux""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,,,383. A transformer with a 5:1 ratio has a 24V output. What is the input?,120 V DC,4.8 V AC,120 V AC,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""383. A transformer with a 5:1 ratio has a 24V output. What is the input?\na) 120 V DC\nb) 4.8 V AC\nc) 120 V AC"", ""question"": ""383. A transformer with a 5:1 ratio has a 24V output. What is the input?"", ""options"": [""120 V DC"", ""4.8 V AC"", ""120 V AC""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,M3.3.2,2,and the power factor?,100 VA and 2,400 VA and 0.5,100 VA and 0.5,,,EASY,"384. A generator supplies 25 A, 4 V and 50 W. What is the apparent power",,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""384. A generator supplies 25 A, 4 V and 50 W. What is the apparent power\nand the power factor?\na) 100 VA and 2\nb) 400 VA and 0.5\nc) 100 VA and 0.5\nPage 47\nModule 3 – Electrical Fundamentals\nSample Questions"", ""question"": ""and the power factor?"", ""options"": [""100 VA and 2"", ""400 VA and 0.5"", ""100 VA and 0.5""], ""correct"": null, ""answer_text"": null, ""category"": ""384. A generator supplies 25 A, 4 V and 50 W. What is the apparent power"", ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.2"", ""level"": 2, ""difficulty"": ""EASY""}"
M3,,,The mark-to-space ratio of the following waveform is,A to B,A to D,D to E,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""385. The mark-to-space ratio of the following waveform is\na) A to B\nB to C\nb) A to D\nD to E\nc) D to E\nD to C"", ""question"": ""The mark-to-space ratio of the following waveform is"", ""options"": [""A to B"", ""A to D"", ""D to E""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,,,"In a power circuit, the purpose of an inductor is",to dampen power surges,to dampen current surges,to dampen voltage surges,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""386. In a power circuit, the purpose of an inductor is\na) to dampen power surges\nb) to dampen current surges\nc) to dampen voltage surges"", ""question"": ""In a power circuit, the purpose of an inductor is"", ""options"": [""to dampen power surges"", ""to dampen current surges"", ""to dampen voltage surges""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,,,"When a number of ferrite pieces are grouped together, they",are semi-permanent magnets when DC is passed through them,can be used to store binary code,electromagnets,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""387. When a number of ferrite pieces are grouped together, they\na) are semi-permanent magnets when DC is passed through them\nb) can be used to store binary code\nc) electromagnets"", ""question"": ""When a number of ferrite pieces are grouped together, they"", ""options"": [""are semi-permanent magnets when DC is passed through them"", ""can be used to store binary code"", ""electromagnets""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""MEDIUM""}"
M3,,,Ampere turns is calculated by the number of turns,multiplied by current,divided by current,multiplied by magnetic flux,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""388. Ampere turns is calculated by the number of turns\na) multiplied by current\nb) divided by current\nc) multiplied by magnetic flux"", ""question"": ""Ampere turns is calculated by the number of turns"", ""options"": [""multiplied by current"", ""divided by current"", ""multiplied by magnetic flux""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,,,A conventional aircraft generator will be,series wound,delta wound,star wound,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""389. A conventional aircraft generator will be\na) series wound\nb) delta wound\nc) star wound"", ""question"": ""A conventional aircraft generator will be"", ""options"": [""series wound"", ""delta wound"", ""star wound""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,,,Storage of magnets should be,in pairs end to end,in a non magnetic pox,in pairs with keeper plates,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""390. Storage of magnets should be\na) in pairs end to end\nb) in a non magnetic pox\nc) in pairs with keeper plates"", ""question"": ""Storage of magnets should be"", ""options"": [""in pairs end to end"", ""in a non magnetic pox"", ""in pairs with keeper plates""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,M3.3.2,2,A circuit has 1 mega ohm and 8 microfarads. What is the time,1 second,8 seconds,40 seconds,,,MEDIUM,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""391. A circuit has 1 mega ohm and 8 microfarads. What is the time\nconstant?\na) 1 second\nb) 8 seconds\nc) 40 seconds\nPage 48\nModule 3 – Electrical Fundamentals\nSample Questions"", ""question"": ""A circuit has 1 mega ohm and 8 microfarads. What is the time"", ""options"": [""1 second"", ""8 seconds"", ""40 seconds""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""syllabusRef"": ""M3.3.2"", ""level"": 2, ""difficulty"": ""MEDIUM""}"
M3,,,Current in an inductive circuit will,lead voltage,lag voltage,be at unity,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""392. Current in an inductive circuit will\na) lead voltage\nb) lag voltage\nc) be at unity"", ""question"": ""Current in an inductive circuit will"", ""options"": [""lead voltage"", ""lag voltage"", ""be at unity""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
M3,,,Power factor of a generator is,sin ø,cos ø,tan ø,,,EASY,,,,DRAFT,NEEDS_ANSWER — answer not provided in source; solve via Suntech corpus or admin review,1,261722955-Module-3.pdf,"{""raw"": ""393. Power factor of a generator is\na) sin ø\nb) cos ø\nc) tan ø"", ""question"": ""Power factor of a generator is"", ""options"": [""sin ø"", ""cos ø"", ""tan ø""], ""correct"": null, ""answer_text"": null, ""category"": null, ""source_file"": ""261722955-Module-3.pdf"", ""source_module"": ""M3"", ""fmt"": ""pdf"", ""module"": ""M3"", ""difficulty"": ""EASY""}"
